page_number,page_width,page_height,rotation,page_box_signature,is_page_box_or_rotation_outlier,is_sampled,sample_reasons,token_count,x_center_min,x_center_max,y_center_min,y_center_max,extraction_error
484,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
485,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
486,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
487,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
488,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
489,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
490,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
491,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
492,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
493,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
494,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
495,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
496,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
497,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
498,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
499,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
500,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
501,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
502,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
503,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
504,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
505,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
506,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
507,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
508,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
509,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
510,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
511,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
512,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
513,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
514,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
515,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
516,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
517,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
518,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
519,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
520,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
521,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
522,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
523,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
524,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
525,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
526,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
527,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
528,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
529,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
530,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
531,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
532,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
533,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
534,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
535,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
536,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
537,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
538,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
539,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
540,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
541,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
542,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
543,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
544,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
545,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
546,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
547,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
548,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
549,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
550,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
551,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
552,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
553,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
554,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
555,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
556,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
557,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
558,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
559,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
560,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
561,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
562,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
563,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
564,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
565,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
566,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
567,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
568,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
569,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
570,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
571,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
572,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
573,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
574,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
575,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
576,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
577,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
578,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
579,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
580,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
581,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
582,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
583,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
584,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
585,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
586,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
587,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
588,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
589,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
590,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
591,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
592,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
593,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
594,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
595,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
596,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
597,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
598,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
599,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
600,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
601,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
602,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
603,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
604,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
605,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
606,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
607,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
608,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
609,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
610,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
611,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
612,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
613,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
614,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
615,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
616,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
617,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
618,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
619,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
620,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
621,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
622,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
623,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
624,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
625,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
626,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
627,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
628,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
629,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
630,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
631,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
632,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
633,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
634,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
635,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
636,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
637,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
638,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
639,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
640,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
641,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
642,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
643,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
644,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
645,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
646,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
647,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
648,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
649,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
650,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
651,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
652,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
653,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
654,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
655,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
656,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
657,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
658,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
659,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
660,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
661,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
662,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
663,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
664,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
665,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
666,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
667,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
668,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
669,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
670,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
671,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
672,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
673,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
674,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
675,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
676,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
677,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
678,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
679,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
680,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
681,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
682,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
683,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
684,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
685,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
686,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
687,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
688,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
689,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
690,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
691,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
692,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
693,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
694,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
695,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
696,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
697,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
698,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
699,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
700,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
701,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
702,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
703,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
704,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
705,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
706,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
707,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
708,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
709,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
710,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
711,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
712,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
713,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
714,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
715,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
716,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
717,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
718,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
719,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
720,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
721,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
722,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
723,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
724,792.0,612.0,0,792.00x612.00/rot=0,False,False,,,,,,,
725,792.0,612.0,0,792.00x612.00/rot=0,False,True,final_data_pages,1094,56.52144000000001,733.48072,62.02556000000004,584.22,
726,792.0,612.0,0,792.00x612.00/rot=0,False,True,final_data_pages,1094,56.52144000000001,733.48072,62.02556000000004,584.22,
727,792.0,612.0,0,792.00x612.00/rot=0,False,True,final_data_pages,1094,56.52144000000001,733.48072,62.02556000000004,584.22,
728,792.0,612.0,0,792.00x612.00/rot=0,False,True,final_data_pages,1094,56.52144000000001,733.48072,62.02556000000004,584.22,
729,792.0,612.0,0,792.00x612.00/rot=0,False,True,final_data_pages,1094,56.52144000000001,733.48072,62.02556000000004,584.22,
730,792.0,612.0,0,792.00x612.00/rot=0,False,True,final_data_pages,1094,56.52144000000001,733.48072,62.02556000000004,584.22,
731,792.0,612.0,0,792.00x612.00/rot=0,False,True,final_data_pages,1094,56.52144000000001,733.48072,62.02556000000004,584.22,
732,792.0,612.0,0,792.00x612.00/rot=0,False,True,final_data_pages,1094,56.52144000000001,733.48072,62.02556000000004,584.22,
733,792.0,612.0,0,792.00x612.00/rot=0,False,True,final_data_pages,863,53.16144,733.48072,62.02556000000004,584.22,
